latitude,longitude
39.3956438,-0.4150821
39.3956438,-0.4150821
39.3956438,-0.4150821
39.3966314,-0.4138762
39.3956438,-0.4150821
39.3944626,-0.4136875
39.4122677,-0.4773687
39.4122677,-0.4773687
39.3945792,-0.4069856
39.3944626,-0.4136875
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.3956438,-0.4150821
39.4122677,-0.4773687
39.3963553,-0.4087141
39.3927128,-0.4096695
39.3957136,-0.412192
39.3983319,-0.4093998
39.3957136,-0.412192
39.3971246,-0.4132009
39.3977865,-0.4102204
39.3956438,-0.4150821
39.3945792,-0.4069856
39.4122677,-0.4773687
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2012627,-0.3866468
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2145656,-0.3169473
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2145656,-0.3169473
39.2012627,-0.3866468
39.2012627,-0.3866468
39.2145656,-0.3169473
39.2012627,-0.3866468
39.5436955,-0.3461912
39.5259283,-0.4564507
39.5259283,-0.4564507
39.5259283,-0.4564507
39.545277,-0.344917
39.545277,-0.344917
39.545277,-0.344917
39.5453316,-0.3479819
39.5259283,-0.4564507
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7074286,-0.298296
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7074286,-0.298296
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7074286,-0.298296
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7028908,-0.3371981
39.7074286,-0.298296
39.7028908,-0.3371981
39.7074286,-0.298296
39.7074286,-0.298296
39.6885113,-0.3626448
39.6405715,-0.3701355
39.7028908,-0.3371981
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7028908,-0.3371981
39.1144919,-0.5211934
39.1179854,-0.5713342
39.2127053,-0.5517587
39.1159005,-0.5254545
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1171882,-0.5233028
39.1164369,-0.5201838
39.1164369,-0.5201838
39.1197941,-0.5645069
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1176392,-0.5820916
39.1164369,-0.5201838
39.117731,-0.5183215
39.1177586,-0.5219777
39.122234,-0.5629796
39.1162871,-0.5199973
39.1203007,-0.569744
39.1264126,-0.5664608
39.1141289,-0.5776431
39.122234,-0.5629796
39.1140032,-0.5205318
39.1211113,-0.5181546
39.2127053,-0.5517587
39.1154418,-0.5196093
39.1168308,-0.5186527
39.1138225,-0.5183677
39.1164369,-0.5201838
39.1144919,-0.5211934
39.1155997,-0.5176343
39.1205082,-0.5763947
39.1197835,-0.5673468
39.1197835,-0.5673468
39.122234,-0.5629796
39.1211113,-0.5181546
39.1185963,-0.5214817
39.1197835,-0.5673468
39.1162871,-0.5199973
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1162871,-0.5199973
39.115931,-0.5255023
39.1171882,-0.5233028
39.117456,-0.5252476
39.1194332,-0.5211135
39.1203818,-0.5186652
39.1197835,-0.5673468
39.1203818,-0.5186652
39.1205082,-0.5763947
39.1171882,-0.5233028
39.1140032,-0.5205318
39.2127053,-0.5517587
39.1161544,-0.5592385
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1204426,-0.5169871
39.1164369,-0.5201838
39.2127053,-0.5517587
39.1164369,-0.5201838
39.1164369,-0.5201838
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1197835,-0.5673468
39.1164369,-0.5201838
39.1164369,-0.5201838
39.2127053,-0.5517587
39.1162871,-0.5199973
39.2127053,-0.5517587
39.1164369,-0.5201838
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1197835,-0.5673468
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1149074,-0.523055
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1144826,-0.5205506
39.2127053,-0.5517587
39.1203818,-0.5186652
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1189369,-0.5243931
39.2127053,-0.5517587
39.1205236,-0.5226794
39.1189369,-0.5243931
39.2127053,-0.5517587
39.1204426,-0.5169871
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1194287,-0.5210982
39.1197835,-0.5673468
39.1171882,-0.5233028
39.1147479,-0.5180258
39.1162871,-0.5199973
39.1266542,-0.5690774
39.1140704,-0.5185086
39.3917086,-0.7711311
39.3933557,-0.8573106
39.3917086,-0.7711311
39.3933557,-0.8573106
39.3975832,-0.7862805
39.3975832,-0.7862805
39.3933557,-0.8573106
39.3954583,-0.782537
39.3917086,-0.7711311
39.3933557,-0.8573106
39.3933557,-0.8573106
39.3933557,-0.8573106
39.3933557,-0.8573106
39.3933557,-0.8573106
39.3933557,-0.8573106
39.3912108,-0.7718131
39.3917086,-0.7711311
39.3917086,-0.7711311
39.3912108,-0.7718131
39.3933557,-0.8573106
39.3917086,-0.7711311
39.3975832,-0.7862805
39.3917086,-0.7711311
39.3920038,-0.771576
39.3917086,-0.7711311
39.5442852,-0.3247783
39.5259283,-0.4564507
39.5442852,-0.3247783
39.5437254,-0.3211172
39.5259283,-0.4564507
39.5442852,-0.3247783
39.5442852,-0.3247783
39.068793,-0.5620285
39.068793,-0.5620285
39.068793,-0.5620285
39.068793,-0.5620285
39.068793,-0.5620285
39.068793,-0.5620285
39.2127053,-0.5517587
39.2127053,-0.5517587
39.068793,-0.5620285
39.2127053,-0.5517587
39.068793,-0.5620285
39.068793,-0.5620285
39.068793,-0.5620285
39.068793,-0.5620285
39.2127053,-0.5517587
39.068793,-0.5620285
39.4122677,-0.4773687
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3645577,-0.4466282
39.3677124,-0.4446741
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.3677124,-0.4446741
39.4122677,-0.4773687
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.4122677,-0.4773687
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3654861,-0.4446625
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3677124,-0.4446741
39.4122677,-0.4773687
39.3677124,-0.4446741
39.3677124,-0.4446741
39.3654861,-0.4446625
39.3677124,-0.4446741
39.3677124,-0.4446741
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.3677124,-0.4446741
39.4122677,-0.4773687
39.4122677,-0.4773687
39.3654861,-0.4446625
39.4122677,-0.4773687
39.3677124,-0.4446741
39.7962329,-0.7026859
39.759924,-0.9672073
39.759924,-0.9672073
39.759924,-0.9672073
39.759924,-0.9672073
39.759924,-0.9672073
39.759924,-0.9672073
39.759924,-0.9672073
39.7978067,-0.7018264
39.7972792,-0.7012585
39.7972792,-0.7012585
39.7968124,-0.7027172
39.7979043,-0.7033931
39.759924,-0.9672073
39.759924,-0.9672073
39.759924,-0.9672073
39.759924,-0.9672073
39.7968124,-0.7027172
39.7978067,-0.7018264
39.7986688,-0.7060943
39.4604491,-0.4639972
39.4747489,-0.4606792
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4614748,-0.4665055
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4604491,-0.4639972
39.4591917,-0.4521708
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4649622,-0.4613769
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4599123,-0.4546409
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4603428,-0.4616718
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4579039,-0.465852
39.4579039,-0.465852
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4781907,-0.4564024
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4647886,-0.4607604
39.4647886,-0.4607604
39.4200749,-0.3891355
39.421245,-0.3863295
39.4173502,-0.4026291
39.4200749,-0.3891355
39.4170746,-0.4008663
39.4122677,-0.4773687
39.421245,-0.3863295
39.4200749,-0.3891355
39.4185537,-0.3918997
39.4185537,-0.3918997
39.4185537,-0.3918997
39.4185537,-0.3918997
39.4185537,-0.3918997
39.4185537,-0.3918997
39.4185537,-0.3918997
39.4185537,-0.3918997
39.4185537,-0.3918997
39.4200749,-0.3891355
39.4185537,-0.3918997
39.4200749,-0.3891355
39.4200749,-0.3891355
39.4122677,-0.4773687
39.4245183,-0.3894559
39.4169068,-0.397938
39.4245183,-0.3894559
39.4200749,-0.3891355
39.421095,-0.3887487
39.4122677,-0.4773687
39.4200749,-0.3891355
39.4170746,-0.4008663
39.421245,-0.3863295
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4200749,-0.3891355
39.4200749,-0.3891355
39.421245,-0.3863295
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4154047,-0.3753296
39.4122677,-0.4773687
39.4191987,-0.3897172
39.4200749,-0.3891355
39.4169068,-0.397938
39.4122677,-0.4773687
39.4200749,-0.3891355
39.4189396,-0.3877548
39.4176155,-0.3989901
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4122677,-0.4773687
39.4169068,-0.397938
39.4200749,-0.3891355
39.4173502,-0.4026291
39.4200749,-0.3891355
39.4122677,-0.4773687
39.4218404,-0.3797742
39.4182093,-0.4023669
39.4223513,-0.3906827
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7452421,-0.3651745
39.7611881,-0.3531105
39.7613244,-0.3535639
39.7452421,-0.3651745
39.7452421,-0.3651745
39.7074286,-0.298296
39.7452421,-0.3651745
39.5259283,-0.4564507
39.544129,-0.3856585
39.5259283,-0.4564507
39.544129,-0.3856585
39.544129,-0.3856585
39.5259283,-0.4564507
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2767738,-0.5605178
39.2767738,-0.5605178
39.2805802,-0.5046896
39.2767738,-0.5605178
39.2767738,-0.5605178
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2767738,-0.5605178
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2767738,-0.5605178
39.2805802,-0.5046896
38.9043757,-0.4967679
38.9043757,-0.4967679
38.8540084,-0.5162674
38.8540084,-0.5162674
38.9038155,-0.4951317
38.8540084,-0.5162674
38.8540084,-0.5162674
38.9043757,-0.4967679
38.9615238,-0.1488153
38.929593,-0.2521405
38.9615238,-0.1488153
38.9283659,-0.2516595
38.9279562,-0.2525923
38.9279562,-0.2525923
38.9615238,-0.1488153
38.9283659,-0.2516595
39.7074286,-0.298296
39.7810953,-0.367464
39.7810953,-0.367464
39.7810953,-0.367464
39.7074286,-0.298296
39.7810953,-0.367464
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7810953,-0.367464
39.190758,-0.4357471
39.1870064,-0.4384746
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1870064,-0.4384746
39.190758,-0.4357471
39.2127053,-0.5517587
39.2127053,-0.5517587
39.190758,-0.4357471
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1916474,-0.4320937
39.1945653,-0.4285829
39.1908232,-0.4369428
39.1855549,-0.433521
39.190758,-0.4357471
39.1908232,-0.4369428
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.1908232,-0.4369428
39.1924441,-0.4388941
39.1894817,-0.4364947
39.190758,-0.4357471
39.1863475,-0.4385679
39.1945653,-0.4285829
39.190758,-0.4357471
39.190758,-0.4357471
39.1963298,-0.428751
39.1901941,-0.4391576
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.2127053,-0.5517587
39.2127053,-0.5517587
39.190758,-0.4357471
39.190758,-0.4357471
39.1886462,-0.4355845
39.187825,-0.4350384
39.1917434,-0.4327853
39.1916474,-0.4320937
39.190758,-0.4357471
39.1894817,-0.4364947
39.1916474,-0.4320937
39.190758,-0.4357471
39.1912864,-0.4395783
39.190758,-0.4357471
39.1894759,-0.4398033
39.1883252,-0.4354396
39.190758,-0.4357471
39.190758,-0.4357471
39.1870064,-0.4384746
39.190758,-0.4357471
39.1941681,-0.4351976
39.190758,-0.4357471
39.1903054,-0.4348242
39.1936842,-0.4285558
39.1877002,-0.4367405
39.2127053,-0.5517587
39.190758,-0.4357471
39.2127053,-0.5517587
39.1917824,-0.429915
39.190758,-0.4357471
39.1852542,-0.4328628
39.190758,-0.4357471
39.1874736,-0.4368325
39.1903165,-0.4377622
39.190758,-0.4357471
39.1863475,-0.4385679
39.2127053,-0.5517587
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.1962682,-0.4370413
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1906734,-0.4363808
39.190758,-0.4357471
39.2127053,-0.5517587
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.1980931,-0.4384239
39.190758,-0.4357471
39.1945653,-0.4285829
39.1980078,-0.4400467
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.190758,-0.4357471
39.1919413,-0.4395804
39.191133,-0.4413321
39.1893927,-0.4387315
39.190758,-0.4357471
39.2127053,-0.5517587
39.2127053,-0.5517587
39.1903165,-0.4377622
39.190758,-0.4357471
39.190758,-0.4357471
39.1924433,-0.4389526
39.190758,-0.4357471
39.190758,-0.4357471
39.2051715,-0.420331
39.7074286,-0.298296
39.7536532,-0.3629841
39.7467332,-0.4097112
39.7536532,-0.3629841
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7074286,-0.298296
39.7536532,-0.3629841
39.7536532,-0.3629841
39.7074286,-0.298296
39.7536532,-0.3629841
39.7074286,-0.298296
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2651129,-0.4716912
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2628992,-0.4676569
39.2671571,-0.4666456
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2649354,-0.4941763
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2651129,-0.4716912
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2673751,-0.4701993
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2696194,-0.5017907
39.2651129,-0.4716912
39.2651008,-0.4646529
39.2652412,-0.4709026
39.2127053,-0.5517587
39.2651129,-0.4716912
39.2650701,-0.4667212
39.2696194,-0.5017907
39.2696194,-0.5017907
39.2652412,-0.4709026
39.2651129,-0.4716912
39.2651129,-0.4716912
39.2696194,-0.5017907
39.2651129,-0.4716912
39.2127053,-0.5517587
39.2651129,-0.4716912
39.2651129,-0.4716912
39.2696194,-0.5017907
39.2696194,-0.5017907
39.2127053,-0.5517587
39.2623788,-0.4666734
39.2127053,-0.5517587
39.2651129,-0.4716912
39.2647148,-0.4665395
39.2611675,-0.4689122
39.2633777,-0.4689353
39.2651129,-0.4716912
39.267939,-0.4629665
39.2661373,-0.4631123
39.2619801,-0.467488
39.2685282,-0.4682672
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2649354,-0.4941763
39.2127053,-0.5517587
39.2650701,-0.4667212
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2652412,-0.4709026
39.2127053,-0.5517587
39.2626907,-0.466259
39.2626907,-0.466259
39.2651129,-0.4716912
39.2651129,-0.4716912
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2650701,-0.4667212
39.2127053,-0.5517587
39.2651129,-0.4716912
39.2651129,-0.4716912
39.2127053,-0.5517587
39.2608241,-0.4692576
39.2127053,-0.5517587
39.2651129,-0.4716912
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2651129,-0.4716912
39.2127053,-0.5517587
39.2127053,-0.5517587
39.2625078,-0.4725366
39.2127053,-0.5517587
39.2633777,-0.4689353
39.2651129,-0.4716912
39.2127053,-0.5517587
39.2670266,-0.4654145
39.2127053,-0.5517587
39.2664456,-0.4764973
39.2127053,-0.5517587
39.51355,-0.362967
39.5118213,-0.3562374
39.5118213,-0.3562374
39.5113889,-0.3551639
39.5112497,-0.3564607
39.5118213,-0.3562374
39.5118213,-0.3562374
39.5104483,-0.3583103
39.5104483,-0.3583103
39.5104483,-0.3583103
39.5104483,-0.3583103
39.5104483,-0.3583103
39.5104483,-0.3583103
39.5104483,-0.3583103
39.5104483,-0.3583103
39.5151382,-0.3607094
39.5151382,-0.3607094
39.5151382,-0.3607094
39.5137196,-0.3591043
39.5137196,-0.3591043
39.5118213,-0.3562374
39.5148595,-0.3615295
39.5118213,-0.3562374
39.5126479,-0.3555766
39.5107883,-0.3562235
39.5126995,-0.3633241
39.5123074,-0.337524
38.8540084,-0.5162674
38.8540084,-0.5162674
38.8540084,-0.5162674
38.8540084,-0.5162674
38.8540084,-0.5162674
38.8540084,-0.5162674
38.9615238,-0.1488153
38.9435394,-0.1817019
38.9435394,-0.1817019
38.9615238,-0.1488153
38.9615238,-0.1488153
38.9435394,-0.1817019
38.9435394,-0.1817019
38.9615238,-0.1488153
38.9615238,-0.1488153
38.9435394,-0.1817019
38.9435394,-0.1817019
38.9435394,-0.1817019
38.9435394,-0.1817019
38.9615238,-0.1488153
38.9615238,-0.1488153
38.9615238,-0.1488153
38.9435394,-0.1817019
38.9435394,-0.1817019
38.9615238,-0.1488153
38.9615238,-0.1488153
38.9615238,-0.1488153
38.9615238,-0.1488153
38.9615238,-0.1488153
39.2145656,-0.3169473
39.2924334,-0.4138577
39.29113,-0.4164089
39.2145656,-0.3169473
39.2947844,-0.4136154
39.2918273,-0.4115734
39.2908614,-0.4162771
